Id,Texto,Label,Lenguaje
498,"""otra tontería como tu""",toxic,español
499,"""hiii streamer notice me pls :3""",clean,ingles
500,"""Piérdete, no vales ni un peso.""",toxic,español
501,"""Pinches hondureños piojosos lárguense a su cerro a la verga""",hate,español
502,"""JAJAJAJA increible""",clean,español
503,"""holaaaa gente hermosa <3""",clean,español
504,"""Vete de aquí, perdedor. Estás poniendo a todos molesto.""",toxic,español
505,"""me gusta mucho este setup """,clean,español
506,"""This helped me, thanks.""",clean,ingles
507,"""What a dumb joke. You're just a troll.""",toxic,ingles
508,"""Whites are the oppresors and should die""",hate,ingles
509,"""Eres una vergüenza total para tu familia.""",toxic,español
510,"""qien fue mvp?""",clean,español
511,"""Eres la escoria de la sociedad.""",toxic,español
512,"""jajaja chat explotando 😂""",clean,español
513,"""a qe hora empieza la ranked?""",clean,español
514,"""Clear message here.""",clean,ingles
515,"""SIII victoria segura 🏆""",clean,español
516,"""Esta es la cosa más ignorante que he visto. Deberías vayas a llorar.""",toxic,español
517,"""kekw no esperaba :o""",clean,español
518,"""wenas bro como estan hoy :)""",clean,español
519,"""All dykes are ugly and disgusting""",hate,ingles
520,"""Todos los jotos son unos corrientes wey""",hate,español
521,"""qien mas anda lurkeando? :]""",clean,español
522,"""alguien sabe de regalos?""",clean,español
523,"""All retards should be gassed""",hate,ingles
524,"""LOL inesperado totalmente :v""",clean,español
525,"""musica bien cool ✨""",clean,español
526,"""Me cagan los lenchas rastreros""",hate,español
527,"""Remember,the looting(stealing) by the blacks is purely and only to gain free goods.All in the name of Mike Brown.Yea right.It's an excuse to steal-pure and simple.A good ,concise introspective Steffan.Some folks live off grievance.This follows perfectly after the white guilt segment.Keep em rollin.""",toxic,ingles
528,"""bro ya duermete""",toxic,español
529,"""This cleared my doubts.""",clean,ingles
530,"""Eres un chiste total. Consíguete una vida. 👎""",toxic,español
531,"""me caga leerte 😡""",toxic,español
532,"""Me cagan los fifis jodidos""",hate,español
533,"""Refugees are trash""",hate,ingles
534,"""What an ignorant coward, full of emotion, estrogen and apathy. And where the hell did you come from? Fuckin racially ambiguous blackwashed loudmouth. They really chose a pathetic man to interview. """,toxic,ingles
535,"""holaaaa sii por fin stream 🤩""",clean,español
536,"""You're a pathetic excuse for a person.""",toxic,ingles
537,"""Todos los tortilleras son unos pendejos no mames""",hate,español
538,"""Qué broma más inútil. Solo eres un fracasado. 🖕""",toxic,español
539,"""Todos los chilangos son unos hediondos puñetas""",hate,español
540,"""derechistas explotadores""",hate,español
541,"""otra vez gastando oxigeno a lo baboso""",toxic,español
542,"""Todos los tortilleras son unos babosos al chile""",hate,español
543,"""that was EPIC xD""",clean,ingles
544,"""wey tu logica se fue d sabatico""",toxic,español
545,"""alguien sabe el horario???""",clean,español
546,"""Lazy gays deserve no rights""",hate,ingles
547,"""xd que momento""",clean,español
548,"""Why are you so toxic? It's pathetic. 😂""",toxic,ingles
549,"""Drop dead, you annoying pest.""",toxic,ingles
550,"""Chinks are ruining our economy""",hate,ingles
551,"""Calm energy here.""",clean,ingles
552,"""You're a waste of everyone's time and energy.""",toxic,ingles
553,"""this chat feels like home""",clean,ingles
554,"""I hate disgusting lesbians fr""",hate,ingles
555,"""lol eso fue inesperado :v""",clean,español
556,"""I can't believe how toxic some people are. Truly toxic.""",toxic,ingles
557,"""esa decision fue top 💯""",clean,español
558,"""me quedo un rato""",clean,español
559,"""bro ur cracked omg""",clean,ingles
560,"""W facil ez 😄""",clean,español
561,"""Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.""",toxic,ingles
562,"""aportas menos que nada""",toxic,español
563,"""bro deja de decir mamadas""",toxic,español
564,"""bien ahi loco 💯""",clean,español
565,"""ace!!! lets gooo""",clean,ingles
566,"""This was easy to get.""",clean,ingles
567,"""Brainless gooks spread diseases""",hate,ingles
568,"""hey hey recien entro xD""",clean,español
569,"""catalanes frios""",hate,español
570,"""What a toxic joke. You're just a clown.""",toxic,ingles
571,"""muy epico ese momento ⭐""",clean,español
572,"""ace limpiooo sii 😍""",clean,español
573,"""Add another imbecile to the bunch, reporter is a incompetent bastard""",toxic,ingles
574,"""Todos los prietos son unos mugrosos no mames""",hate,español
575,"""qué comentario tan cringe""",toxic,español
576,"""thx bro appreciate it <3""",clean,ingles
577,"""GG chat fue divertido ❤️""",clean,español
578,"""vamosss cerrando fuerte 🔥""",clean,español
579,"""Pinches peruanos me cagan la madre puñetas""",hate,español
580,"""kekw chat salvaje jajaja""",clean,español
581,"""que bonito stream rey""",clean,español
582,"""muy pro movimiento""",clean,español
583,"""No puedo creer lo inútil que es la gente. De verdad, inútil. 💩""",toxic,español
584,"""What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.""",toxic,ingles
585,"""esto fue un buen juego? :P""",clean,español
586,"""comunistas hambre""",hate,español
587,"""Eres tan idiota que ni siquiera te das cuenta.""",toxic,español
588,"""mujeres cuotas""",hate,español
589,"""q onda bro """,clean,español
590,"""I like this approach.""",clean,ingles
591,"""Vete a freír espárragos, idiota.""",toxic,español
592,"""does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.""",toxic,ingles
593,"""Eres tan tonto que asustas.""",toxic,español
594,"""Filthy jews belong in the oven""",hate,ingles
595,"""Pendejos sidosos nos roban el aire😷🤬""",hate,español
596,"""esto merece like 👍""",clean,español
597,"""todo mal contigo""",toxic,español
598,"""ufff que nivel traes 🔥""",clean,español
599,"""sanchistas traidores""",hate,español
600,"""Todos los viejas son unos mierderos pinche madre""",hate,español
601,"""ese personaje esta pasado 😎""",clean,español
602,"""JAJAJA buen timing""",clean,español
603,"""me quedo hasta que apagues el stream""",clean,español
604,"""chinos virus""",hate,español
605,"""Feminism is cancer👩🖕""",hate,ingles
606,"""gays pluma""",hate,español
607,"""alguien sabe si hay entregas?""",clean,español
608,"""Todos los putos son unos sarnosos están de la verga""",hate,español
609,"""
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.""",toxic,ingles
610,"""mejor cierra el orto""",toxic,español
611,"""Vete de aquí, estorbas a todos con tu presencia.""",toxic,español
612,"""this game never gets old""",clean,ingles
613,"""Espero que borres tu cuenta, estúpido trol. 🤬""",toxic,español
614,"""Trannies belong in the oven""",hate,ingles
615,"""okupas perro""",hate,español
616,"""FAKE!!...CNN IS BS""",toxic,ingles
617,"""Me cagan los cholos sarnosos""",hate,español
618,"""terroristas miedo""",hate,español
619,"""lol me distrajo xD""",clean,español
620,"""alguien sabe q build usa?""",clean,español
621,"""Our shit serving media concocts a story, white cop kills an innocent black teenager, which is bullshit, to get the ""black community"" up in arms, they burn shit down..more stories for these useless talking heads to get in front of a camera with. At least once a week i see a black on white crime reported on the news..no national attention , no federal involvement...wtf? Black men need to stand up and be fathers and stop looking for excuses.. fuck yall.. all yall.""",toxic,ingles
622,"""this community is chill""",clean,ingles
623,"""Disgusting trannies are ruining our economy""",hate,ingles
624,"""This made my day 😄""",clean,ingles
625,"""Eres una lacra social.""",toxic,español
626,"""bro q hueva leerte""",toxic,español
627,"""ese ace increible 🔥""",clean,español
628,"""All kikes are raping our women😡""",hate,ingles
629,"""judíos usureros""",hate,español
630,"""GG wp that clutch was insane""",clean,ingles
631,"""me gusta como juegas neta 😍""",clean,español
632,"""Lárgate, sabandija asquerosa.""",toxic,español
633,"""Eres una decepción para todos los que te conocen.""",toxic,español
634,"""You're so incompetent, it's actually impressive.""",toxic,ingles
635,"""Eres una porquería de ser humano.""",toxic,español
636,"""haha chat going crazy rn kekw""",clean,ingles
637,"""Vete de aquí, cobarde. Estás poniendo a todos tonto.""",toxic,español
638,"""esto es ranked o casual?""",clean,español
639,"""No puedo creer lo asqueroso que es la gente. De verdad, asqueroso.""",toxic,español
640,"""gays enfermos""",hate,español
641,"""This was understandable.""",clean,ingles
642,"""Trashy spics deserve no rights""",hate,ingles
643,"""fascistas fuera""",hate,español
644,"""Eres un completo basura. ¿Por qué sigues existiendo? 🙄""",toxic,español
645,"""bien ahi crack 👏""",clean,español
646,"""venezolanos muertos de hambre""",hate,español
647,"""They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...""",toxic,ingles
648,"""HELLO stream fam """,clean,ingles
649,"""HOLA CHAT bonito <3""",clean,español
650,"""Love the vibe here ✨""",clean,ingles
651,"""Me cagan los cholos muertos de hambre😡👊""",hate,español
652,"""q nivel sigue?""",clean,español
653,"""Qué broma más sin cerebro. Solo eres un fracasado.""",toxic,español
654,"""Eres una plaga para la sociedad.""",toxic,español
655,"""Piérdete, no sirves para nada.""",toxic,español
656,"""You are absolutely trash. Why do you even comment?""",toxic,ingles
657,"""socialistas arruinan""",hate,español
658,"""What a stupid joke. You're just a joke.""",toxic,ingles
659,"""esto es GG? :o""",clean,español
660,"""Cops NEED to be given a very wide latitude in self defense considering the threats they face and they if incapacitated, they have a very high chance of being executed with their own dam gun.Noone seems o care about this shit...""",toxic,ingles
661,"""esto ya es GG? :o""",clean,español
662,"""Muérete ya, no haces falta.""",toxic,español
663,"""nmms ni sentido tiene""",toxic,español
664,"""clutch timing wow""",clean,ingles
665,"""ur strats r smart bro""",clean,ingles
666,"""nmms q pena bro""",toxic,español
667,"""Esta es la cosa más inútil que he visto. Deberías borres tu cuenta. 🖕""",toxic,español
668,"""woooow didnt expect that :o""",clean,ingles
669,"""Thanks for sharing this.""",clean,ingles
670,"""Pretty clear message.""",clean,ingles
671,"""nmms q perdida d tiempo""",toxic,español
672,"""Pinches frijoleros son una pinche plaga están de la verga 🤮""",hate,español
673,"""JAJAJA ese final xD""",clean,español
674,"""Stop breathing my air, you worthless scum.""",toxic,ingles
675,"""lol no puede ser 😂""",clean,español
676,"""¿Por qué eres tan tóxico? Das pena.""",toxic,español
677,"""Todos los chilangos son unos gatos al chile""",hate,español
678,"""esto es ranked o que onda?""",clean,español
679,"""hablas puras babosadas""",toxic,español
680,"""Todos los lenchas son unos hediondos la neta""",hate,español
681,"""You're so stupid, it hurts to listen to you.""",toxic,ingles
