id,Text,Label,language
418,"""GG bien jugado crack 🔥""",clean,español
419,"""comentario tonto""",toxic,español
420,"""Nice and simple.""",clean,ingles
421,"""pinche ridículo""",toxic,español
422,"""kekw momento random 😂""",clean,español
423,"""it''s freaking 2014 and some people are still racist, police are still awful """,toxic,ingles
424,"""alguien sabe si hay raid?""",clean,español
425,"""This content is nice.""",clean,ingles
426,"""lol me distrajo eso""",clean,español
427,"""africanos invasores""",hate,español
428,"""deja de repetir lo mismo idiota""",toxic,español
429,"""qien mas ya dejo su like?""",clean,español
430,"""bro mejor guarda silencio""",toxic,español
431,"""JAJAJAJA nooo xD""",clean,español
432,"""voxeros nazis""",hate,español
433,"""rumanos ignorantes""",hate,español
434,"""JAJAJA no me lo esperaba xD""",clean,español
435,"""comentario basura""",toxic,español
436,"""Makes sense to me 🤔""",clean,ingles
437,"""nerf cuando? XD""",clean,español
438,"""Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..""",toxic,ingles
439,"""You perform a basic snatch and grab robbery at a local convenience store which turns into a strong arm robbery on an immigrant midget store clerk and in less than 30 minutes later you get lit up by a yahoo cop who told you to get the fuck out of the middle of the road and proceeded on until he recognized you as fitting the description of the assailant which just came over his radio; talk about Mutherfuckin Karma! Stealing shit does not warrant deadly force but Karma's a Bitch and who the fuck has the ability to control it or direct it's measures of decree? Ain't no Mutherfucker who puts on his pant's one leg at a time, that's for sure!""",toxic,ingles
440,"""qien mas conectado?""",clean,español
441,"""poggers chat poggers 🤩""",clean,español
442,"""This was understandable.""",clean,ingles
443,"""XD me rei cañon""",clean,español
444,"""Buy ak47 shoot all USA copa""",toxic,ingles
445,"""muy epico ese momento ⭐""",clean,español
446,"""ni sabes de qué hablas""",toxic,español
447,"""Filthy kikes are controlling the banks""",hate,ingles
448,"""Well explained 👌""",clean,ingles
449,"""Good explanation overall.""",clean,ingles
450,"""I like the background music 🎵""",clean,ingles
451,"""catalanes nazis""",hate,español
452,"""feministas feas""",hate,español
453,"""catalanes idioma""",hate,español
454,"""I like how calm this is.""",clean,ingles
455,"""menas peligrosos""",hate,español
456,"""This is very understandable.""",clean,ingles
457,"""puras pendejadas""",toxic,español
458,"""This was explained clearly.""",clean,ingles
459,"""ni para eso sirves""",toxic,español
460,"""I understand it now.""",clean,ingles
461,"""This cleared my confusion.""",clean,ingles
462,"""wenas chaval bn?""",clean,español
463,"""nooo casi pero bn 🤗""",clean,español
464,"""That was interesting to watch.""",clean,ingles
465,"""no dumber people on earth then americans""",toxic,ingles
466,"""Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case. Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!""",toxic,ingles
467,"""otra estupidez""",toxic,español
468,"""bro das hueva, sin ofender 😒""",toxic,español
469,"""alguien sabe cuantas rondas?""",clean,español
470,"""Retards should be euthanized""",hate,ingles
471,"""This explanation was simple.""",clean,ingles
472,"""dale bro confio en ti 🙌""",clean,español
473,"""q mamada acabo de leer 😂""",toxic,español
474,"""I wonder what the police expect will happen when they continually abuse and kill people ? Do they honestly expect the public to do nothing about it ? To just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence? Even a rat when it's cornered will defend itself ..""",toxic,ingles
475,"""Smirconnish is the most even-handed guy in the world. This guy Masri is an idiot.""",toxic,ingles
476,"""Calm and easy to follow.""",clean,ingles
477,"""indepes locos""",hate,español
478,"""bien ahi chat apoyando 👏""",clean,español
479,"""I like how calm this is.""",clean,ingles
480,"""q pena ajena bro""",toxic,español
481,"""negros inferiores""",hate,español
482,"""Cnn...so out of touch..close up idiots.. people are watching for the comedy of reporting.lol""",toxic,ingles
483,"""Honestly, this is kinda cool.""",clean,ingles
484,"""Kikes are leeching off us""",hate,ingles
485,"""jajajaja no aguanto 😂""",clean,español
486,"""muy pro ese movimiento 😎""",clean,español
487,"""pog cierre final 🔥""",clean,español
488,"""otra tontería más""",toxic,español
489,"""wey mejor no digas nada""",toxic,español
490,"""no sirves""",toxic,español
491,"""estás bn estúpido""",toxic,español
492,"""Well explained 👌""",clean,ingles
493,"""nazis Hitler""",hate,español
494,"""wey tas bien mal de la cabeza""",toxic,español
495,"""I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. """,toxic,ingles
496,"""Very easy to follow.""",clean,ingles
497,"""moros de mierda""",hate,español
498,"""Can someone shoot this black idiot too? That would make me giggle inside :)""",toxic,ingles
499,"""chinos arroz""",hate,español
500,"""otra tontería""",toxic,español
501,"""qien mas esperando el boss?""",clean,español
502,"""Look at these disgusting trannies""",hate,ingles
503,"""todo lo haces mal""",toxic,español
504,"""Not perfect, but still good.""",clean,ingles
505,"""VAMOS CHAT APOYANDO 🎉""",clean,español
506,"""I get what you mean.""",clean,ingles
507,"""mejor cállate""",toxic,español
508,"""se siente buena vibra 😄""",clean,español
509,"""todo mal contigo bro""",toxic,español
510,"""q juego es este chat?""",clean,español
511,"""terroristas musulmanes""",hate,español
512,"""fascistas Franco""",hate,español
513,"""mejor cállate ya""",toxic,español
514,"""JAJAJAJA brooo en serio crees eso?? 😂💀""",toxic,español
515,"""I would'nt waist my time trying to reason with this Police spitting Thug. Trying to defend Criminal Brown is a losing matter. The Grand Jury has made they're decision. Live with it.""",toxic,ingles
516,"""bro yaaaa, das pena desde lejos 😬""",toxic,español
517,"""Sick of these ragheads praying in our streets""",hate,ingles
518,"""izquierdistas antisistema""",hate,español
519,"""derechistas casposos""",hate,español
520,"""chat buena onda 😎""",clean,español
521,"""neta esta buenisimo esto 😎""",clean,español
522,"""ese ace fue brutal 🔥""",clean,español
523,"""sigue asi maestro 👏""",clean,español
524,"""hey chat listos pa spam xD""",clean,español
525,"""I think ,he kill him""",toxic,ingles
526,"""colombianos sicarios""",hate,español
527,"""Simple and useful.""",clean,ingles
528,"""sanchistas mentirosos""",hate,español
529,"""LOL eso fue inesperado :v""",clean,español
530,"""Gays are perverted pedophiles""",hate,ingles
531,"""@Stefan Molyneux You sir, are the dumbest smart guy ever. You are a researcher? Research the enitre history of the Blackman in America and you will understand why things are the way they are. You are so detachted from reality it is comical.""",toxic,ingles
532,"""todo lo dices al aventon 🤦""",toxic,español
533,"""ese personaje esta OP 🔥""",clean,español
534,"""estás bn tonto, quién t dijo q opinaras?""",toxic,español
535,"""a rocket launcher will take care of that lightly armored vehicle, lol""",toxic,ingles
536,"""vamosss cerrando 🔥""",clean,español
537,"""q ganas d escribir por escribir""",toxic,español
538,"""q ganas d llamar la atencion""",toxic,español
539,"""I appreciate the simplicity.""",clean,ingles
540,"""clutch de locos bro 🤩""",clean,español
541,"""Well said 👏""",clean,ingles
542,"""Feminazis are cancer to society""",hate,ingles
543,"""Nice explanation style.""",clean,ingles
544,"""I appreciate the effort you put in.""",clean,ingles
545,"""This is clear enough for me.""",clean,ingles
546,"""Nice explanation fr.""",clean,ingles
547,"""This is pretty helpful.""",clean,ingles
548,"""This feels honest.""",clean,ingles
549,"""ALSO LOVE HOW THEY ONLY SHOW PICTURES OF BROWN AS AN ANGEL AND NOT AS A TUG.""",toxic,ingles
550,"""dale bro cerralo ya 💪""",clean,español
551,"""Thanks for sharing this.""",clean,ingles
552,"""mejor vete""",toxic,español
553,"""buenas compas listos 😄""",clean,español
554,"""q comentario tan mal hecho, neta""",toxic,español
555,"""I can't stand these dirty kikes""",hate,ingles
556,"""ese buff ayudo 😄""",clean,español
557,"""awesome job from our law enforcement now send off to disrupt & tear down all the Islamic extremist radicals in America thanks....""",toxic,ingles
558,"""Whites should be extinct""",hate,ingles
559,"""Thanks for explaining it simply.""",clean,ingles
560,"""comentario basura""",toxic,español
561,"""alguien sabe el horario???""",clean,español
562,"""wey q asco leer eso 🤮""",toxic,español
563,"""I didn’t know that, thanks for sharing!""",clean,ingles
564,"""pog final ✨""",clean,español
565,"""This explanation works well.""",clean,ingles
566,"""Simple and clear explanation.""",clean,ingles
567,"""CNN mother fuckers....fuck you peace of shit!""",toxic,ingles
568,"""Easy to understand, nice.""",clean,ingles
569,"""wenas gente linda :)""",clean,español
570,"""voxeros mitin""",hate,español
571,"""That was helpful content.""",clean,ingles
572,"""fascistas violentos""",hate,español
573,"""mujeres brecha salarial""",hate,español
574,"""gg wp chat 👏""",clean,español
575,"""qien mas llego tarde xD""",clean,español
576,"""XD momento unico""",clean,español
577,"""This made things clearer 😊""",clean,ingles
578,"""Straight to the point 👍""",clean,ingles
579,"""I liked how you explained it.""",clean,ingles
580,"""dale bro ya casi 🎉""",clean,español
581,"""holaaaa saliendo del jale""",clean,español
582,"""JAJAJA timing perfecto""",clean,español
